"","participant_id","project_code","project","survey_language","country","institute_code","institution","setting","participant_code..original.data.","condition","greencar","greensoap","greendishwasher","race","recoded_race","nationality","original_gender","gender","original_age","age","RorD","LiborCon","new_condition","total","Groups.New","US_or_other","year"
"1131",1001,1,"#18-17","English","USA",1,"Adams State University","Lab","128","no story",1,1,1,"White","White",NA,"Female","Female","20",20,"Democrat","Liberal","Control",3,0,"USA","2018"
"1132",1004,1,"#18-17","English","USA",1,"Adams State University","Lab","131","no story",0,1,0,"other","Other",NA,"Female","Female","20",20,NA,"Liberal","Control",1,0,"USA","2018"
"1133",1007,1,"#18-17","English","USA",1,"Adams State University","Lab","134","no story",0,0,1,"White","White",NA,"Female","Female","20",20,"Republican","Conservative","Control",1,0,"USA","2018"
"1134",1008,1,"#18-17","English","USA",1,"Adams State University","Lab","135","no story",0,1,1,"Black","Black or African American",NA,"Male","Male","20",20,NA,"Liberal","Control",2,0,"USA","2018"
"1135",1019,1,"#18-17","English","USA",1,"Adams State University","Lab","146","control story",1,1,1,"other","Other",NA,"other","Other","20",20,NA,"Conservative","Control",3,0,"USA","2018"
"1136",1020,1,"#18-17","English","USA",1,"Adams State University","Lab","147","control story",0,0,0,"White","White",NA,"Male","Male","20",20,"Republican","Conservative","Control",0,0,"USA","2018"
"1137",1021,1,"#18-17","English","USA",1,"Adams State University","Lab","148","control story",0,0,0,"White","White",NA,"other","Other","20",20,NA,"Conservative","Control",0,0,"USA","2018"
"1138",1027,11,"#18-20","English","USA",2,"Moravian","Online","R_1CymVwsWtgFkB9j","no story",0,0,0,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",0,1,"USA","2018"
"1139",1034,11,"#18-20","English","USA",2,"Moravian","Online","R_3dSzgCE5rdnp0mD","control story",1,0,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2018"
"1140",1036,11,"#18-20","English","USA",2,"Moravian","Online","R_3plrbhWAUxI55Qa","control story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1141",1047,11,"#18-20","English","USA",2,"Moravian","Online","R_RrwIjNTJtNc6vnz","no story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1142",1056,11,"#18-20","English","USA",2,"Moravian","Online","R_3m7uDBOGXkDQqIe","no story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1143",1086,11,"#18-20","English","USA",2,"Moravian","Online","R_1QlsAqy7MxXPTyP","control story",0,0,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",0,1,"USA","2018"
"1144",1092,11,"#18-20","English","USA",2,"Moravian","Online","R_yKrv4s0XihcTwNr","status story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2018"
"1145",1102,11,"#18-20","English","USA",2,"Moravian","Online","R_2YYdRE1eIrwHbk4","status story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2018"
"1146",1108,11,"#18-20","English","USA",2,"Moravian","Online","R_1laVmRjh9KIDSWt","control story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1147",1121,11,"#18-20","English","USA",2,"Moravian","Online","R_2tm6mU5gHHwHE9D","no story",1,0,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1148",1123,11,"#18-20","English","USA",2,"Moravian","Online","R_2xK1lALHguFaUdN","status story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2018"
"1149",1126,11,"#18-20","English","USA",2,"Moravian","Online","R_3k7ZOdDwPbFJGu5","control story",0,0,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",1,1,"USA","2018"
"1150",1127,11,"#18-20","English","USA",2,"Moravian","Online","R_12DtgeEb6MM9YF4","status story",0,1,0,"white","White",NA,"Male","Male","20",20,NA,NA,"Status",1,1,"USA","2018"
"1151",1132,11,"#18-20","English","USA",2,"Moravian","Online","R_saKlk1vSiwfWXfP","control story",0,1,0,"other","Other",NA,"Male","Male","20",20,NA,NA,"Control",1,1,"USA","2018"
"1152",1134,11,"#18-20","English","USA",2,"Moravian","Online","R_3p2PGMNXr3mePWz","no story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1153",1135,11,"#18-20","English","USA",2,"Moravian","Online","R_2lxRwY5HfoDuzxn","control story",0,0,0,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",0,1,"USA","2018"
"1154",1136,11,"#18-20","English","USA",2,"Moravian","Online","R_125Vejd5btiGYxr","status story",0,1,0,"hispanic","Hispanic or Latino",NA,"Male","Male","20",20,NA,NA,"Status",1,1,"USA","2018"
"1155",1138,11,"#18-20","English","USA",2,"Moravian","Online","R_1mz5ZQRrG4raQEx","status story",1,1,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Status",3,1,"USA","2018"
"1156",1151,11,"#18-20","English","USA",2,"Moravian","Online","R_2AEHHGJyyI9OTNX","status story",0,1,1,"other","Other",NA,"Female","Female","20",20,NA,NA,"Status",2,1,"USA","2018"
"1157",1152,11,"#18-20","English","USA",2,"Moravian","Online","R_3KV2wwM4NgNDX9K","no story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1158",1159,11,"#18-20","English","USA",2,"Moravian","Online","R_PTdPDyNDxe3hoGJ","control story",0,1,0,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",1,1,"USA","2018"
"1159",1166,11,"#18-20","English","USA",2,"Moravian","Online","R_1OCdsGvB6F03qDh","control story",0,0,1,"other","Other",NA,"Male","Male","20",20,NA,NA,"Control",1,1,"USA","2018"
"1160",1173,11,"#18-20","English","USA",2,"Moravian","Online","R_1qecZ1dGlcOkh5h","no story",0,0,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2018"
"1161",1189,11,"#18-20","English","USA",2,"Moravian","Online","R_1nYGB9UVSqIIexa","no story",1,0,0,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",1,1,"USA","2018"
"1162",1215,11,"#18-20","English","USA",2,"Moravian","Online","R_1hFQgE31mTwPNCy","no story",0,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1163",1226,11,"#18-20","English","USA",2,"Moravian","Online","R_25SYvZ5I1Y3qObo","control story",1,0,0,"hispanic","Hispanic or Latino",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2018"
"1164",1229,11,"#18-20","English","USA",2,"Moravian","Online","R_240JdY33Gh2bx6z","no story",1,1,1,"asian","Asian or Asian Indian",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1165",1230,11,"#18-20","English","USA",2,"Moravian","Online","R_1Fs34eDLTajSTvv","control story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1166",1231,11,"#18-20","English","USA",2,"Moravian","Online","R_3KphVbTjYDZ9IVl","control story",0,0,0,"asian","Asian or Asian Indian",NA,"Female","Female","20",20,NA,NA,"Control",0,1,"USA","2018"
"1167",1236,11,"#18-20","English","USA",2,"Moravian","Online","R_CepRI5KQscZ0lIl","status story",0,0,0,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",0,1,"USA","2018"
"1168",1247,11,"#18-20","English","USA",2,"Moravian","Online","R_2ZJ0pvY2Ttg49b6","status story",1,1,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2018"
"1169",1250,11,"#18-20","English","USA",2,"Moravian","Online","R_1r2oqd2poaz6vte","no story",1,1,0,"hispanic","Hispanic or Latino",NA,"Male","Male","20",20,NA,NA,"Control",2,1,"USA","2018"
"1170",1259,11,"#18-20","English","USA",2,"Moravian","Online","R_BLlzJvAeheeK3Xr","status story",0,0,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Status",1,1,"USA","2018"
"1171",1263,11,"#18-20","English","USA",2,"Moravian","Online","R_2uHER7pVNUhJYyL","no story",1,0,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1172",1264,11,"#18-20","English","USA",2,"Moravian","Online","R_1daFAwstLb3WDhw","no story",1,1,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",3,1,"USA","2018"
"1173",1277,11,"#18-20","English","USA",2,"Moravian","Online","R_2SH0RWRslYW6UJw","no story",0,1,1,"black","Black or African American",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1174",1281,11,"#18-20","English","USA",2,"Moravian","Online","R_8CgVW65JlXM0U4F","status story",1,0,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",2,1,"USA","2018"
"1175",1282,11,"#18-20","English","USA",2,"Moravian","Online","R_3p5PmuoQu6azi3u","status story",0,0,1,"white","White",NA,"Female","Female","20",20,NA,NA,"Status",1,1,"USA","2018"
"1176",1287,11,"#18-20","English","USA",2,"Moravian","Online","R_02gwd9PtUlttd1D","no story",1,1,1,"other","Other",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1177",1290,11,"#18-20","English","USA",2,"Moravian","Online","R_3FWgpuCxJYyAyeY","control story",0,1,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",2,1,"USA","2018"
"1178",1296,11,"#18-20","English","USA",2,"Moravian","Online","R_3Mbp4hHVQu8VLCl","no story",1,1,1,"white","White",NA,"Male","Male","20",20,NA,NA,"Control",3,1,"USA","2018"
"1179",1298,11,"#18-20","English","USA",2,"Moravian","Online","R_2fv8tp9nZRxgbjM","no story",1,1,1,"hispanic","Hispanic or Latino",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2018"
"1180",1302,11,"#18-20","English","USA",2,"Moravian","Online","R_C3NgoJiCcTTdEaJ","no story",1,0,1,"hispanic","Hispanic or Latino",NA,"Male","Male","20",20,NA,NA,"Control",2,1,"USA","2018"
"1181",1323,11,"#18-20","English","USA",2,"Moravian","Online","R_2tA9skIJle4eRmh","control story",1,0,0,"black","Black or African American",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2018"
"1182",1324,11,"#18-20","English","USA",2,"Moravian","Online","R_1MXotoK0YDDY3MW","status story",1,0,0,"black","Black or African American",NA,"Female","Female","20",20,NA,NA,"Status",1,1,"USA","2018"
"1183",1326,11,"#18-20","English","USA",2,"Moravian","Online","R_1QKQDmnL7HAJCjU","no story",1,1,0,"hispanic","Hispanic or Latino",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2018"
"1184",1381,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,1,1,"white","White",NA,"Female","Female","20",20,NA,"Conservative","Control",2,1,"USA","2018"
"1185",1392,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,"Conservative","Control",2,1,"USA","2018"
"1186",1395,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",1,1,1,"white","White",NA,"Male","Male","20",20,NA,"Conservative","Control",3,1,"USA","2018"
"1187",1408,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","no story",0,0,0,"decline to answer",NA,NA,"Female","Female","20",20,NA,"Liberal","Control",0,1,"USA","2018"
"1188",1428,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","status story",0,0,0,"white","White",NA,"Female","Female","20",20,NA,"Conservative","Status",0,1,"USA","2018"
"1189",1438,17,"#18-23","English","USA",12,"Utah Valley University","Online","None given","status story",1,1,0,"white","White",NA,"Female","Female","20",20,NA,"Conservative","Status",2,1,"USA","2018"
"1190",1453,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","180","no story",1,0,0,"Black/African-American","Black or African American",NA,"Female","Female","20",20,"Democrat",NA,"Control",1,0,"USA","2018"
"1191",1455,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","182","status story",0,0,0,"Prefer not to answer",NA,NA,"Male","Male","20",20,NA,NA,"Status",0,0,"USA","2018"
"1192",1470,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","197","status story",1,0,0,"White","White",NA,"Male","Male","20",20,NA,NA,"Status",1,0,"USA","2018"
"1193",1512,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","252","control story",0,0,0,"White","White",NA,"Male","Male","20",20,"Republican",NA,"Control",0,0,"USA","2018"
"1194",1513,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","253","no story",0,1,1,"Black/African-American","Black or African American",NA,"Female","Female","20",20,"Democrat",NA,"Control",2,0,"USA","2018"
"1195",1519,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","259","status story",0,0,0,"White","White",NA,"Female","Female","20",20,NA,"Conservative","Status",0,0,"USA","2018"
"1196",1522,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","262","control story",0,0,0,"White","White",NA,"Female","Female","20",20,"Democrat","Liberal","Control",0,0,"USA","2018"
"1197",1524,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","264","no story",0,0,0,"White","White",NA,"Male","Male","20",20,NA,"Conservative","Control",0,0,"USA","2018"
"1198",1525,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","265","status story",1,1,1,"Black/African-American","Black or African American",NA,"Female","Female","20",20,"Democrat","Liberal","Status",3,0,"USA","2018"
"1199",1528,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","268","control story",0,0,1,"Black/African-American","Black or African American",NA,"Female","Female","20",20,NA,NA,"Control",1,0,"USA","2018"
"1200",1541,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","281","control story",1,0,0,"White","White",NA,"Female","Female","20",20,"Republican","Conservative","Control",1,0,"USA","2018"
"1201",1543,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","283","status story",1,1,0,"Black/African-American","Black or African American",NA,"Female","Female","20",20,"Democrat","Liberal","Status",2,0,"USA","2018"
"1202",1565,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","308","no story",0,0,1,"White","White",NA,"Male","Male","20",20,"Republican","Liberal","Control",1,0,"USA","2018"
"1203",1570,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","313","no story",0,1,0,"White","White",NA,"Male","Male","20",20,"Republican",NA,"Control",1,0,"USA","2018"
"1204",1571,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","314","no story",0,0,1,"White","White",NA,"Male","Male","20",20,"Republican",NA,"Control",1,0,"USA","2018"
"1205",1573,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","316","status story",0,0,0,"Hispanic/Latino","Hispanic or Latino",NA,"Female","Female","20",20,NA,NA,"Status",0,0,"USA","2018"
"1206",1583,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","326","no story",0,0,1,"White","White",NA,"Female","Female","20",20,"Republican",NA,"Control",1,0,"USA","2018"
"1207",1601,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","344","no story",0,0,0,"White","White",NA,"Male","Male","20",20,"Republican","Conservative","Control",0,0,"USA","2018"
"1208",1609,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","352","control story",1,0,1,"Black/African-American","Black or African American",NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"USA","2018"
"1209",1616,16,"#18-30","English","USA",11,"University of South Carolina - Aiken","lab - groups","359","control story",1,0,0,"White","White",NA,"Female","Female","20",20,"Republican","Liberal","Control",1,0,"USA","2018"
"1210",1625,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,1,1,NA,NA,NA,"Male","Male","20",20,NA,NA,"Status",2,0,"other","2018"
"1211",1634,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1212",1638,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,1,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1213",1655,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1214",1659,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1215",1660,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,0,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1216",1676,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,0,NA,NA,NA,"Male","Male","20",20,NA,"Conservative","Control",2,0,"other","2018"
"1217",1682,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",3,0,"other","2018"
"1218",1693,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,0,0,NA,NA,NA,"Male","Male","20",20,NA,NA,"Status",1,0,"other","2018"
"1219",1694,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,0,0,NA,NA,NA,"Male","Male","20",20,NA,"Conservative","Control",1,0,"other","2018"
"1220",1698,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,0,1,NA,NA,NA,"Female","Female","20",20,NA,NA,"Status",2,0,"other","2018"
"1221",1699,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,NA,"Control",3,0,"other","2018"
"1222",1702,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Conservative","Control",2,0,"other","2018"
"1223",1707,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,0,0,NA,NA,NA,"Male","Male","20",20,NA,NA,"Control",0,0,"other","2018"
"1224",1708,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,0,0,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Status",1,0,"other","2018"
"1225",1715,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1226",1719,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1227",1724,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,0,1,NA,NA,NA,"Female","Female","20",20,NA,NA,"Status",2,0,"other","2018"
"1228",1725,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,0,0,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Status",0,0,"other","2018"
"1229",1732,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1230",1745,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",3,0,"other","2018"
"1231",1751,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",1,0,"other","2018"
"1232",1752,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",3,0,"other","2018"
"1233",1753,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,NA,"Control",2,0,"other","2018"
"1234",1757,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1235",1761,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",1,0,"other","2018"
"1236",1763,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1237",1764,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,0,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",1,0,"other","2018"
"1238",1765,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Conservative","Status",2,0,"other","2018"
"1239",1769,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1240",1770,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Conservative","Control",2,0,"other","2018"
"1241",1772,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1242",1775,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",2,0,"other","2018"
"1243",1783,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,0,0,NA,NA,NA,"Male","Male","20",20,NA,"Conservative","Control",1,0,"other","2018"
"1244",1786,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1245",1797,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,0,NA,NA,NA,"Male","Male","20",20,NA,NA,"Control",1,0,"other","2018"
"1246",1798,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,0,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Control",1,0,"other","2018"
"1247",1805,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,0,NA,NA,NA,"Female","Female","20",20,NA,NA,"Control",1,0,"other","2018"
"1248",1816,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Male","Male","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1249",1818,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",0,1,1,NA,NA,NA,"Male","Male","20",20,NA,NA,"Control",2,0,"other","2018"
"1250",1831,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1251",1836,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",1,0,"other","2018"
"1252",1837,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",1,0,"other","2018"
"1253",1838,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",3,0,"other","2018"
"1254",1840,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,0,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1255",1845,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",1,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",3,0,"other","2018"
"1256",1846,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"control story",1,1,0,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1257",1848,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,0,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",1,0,"other","2018"
"1258",1850,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"status story",0,0,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Status",1,0,"other","2018"
"1259",1852,15,"#18-37","German","Germany",10,"University of Kassel","lab - groups",NA,"no story",0,1,1,NA,NA,NA,"Female","Female","20",20,NA,"Liberal","Control",2,0,"other","2018"
"1260",1856,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",0,1,0,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2019"
"1261",1857,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2019"
"1262",1858,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2019"
"1263",1859,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,0,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",2,1,"USA","2019"
"1264",1860,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",0,1,0,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2019"
"1265",1864,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",1,1,1,"White","White",NA,"Male","Male","20",20,NA,NA,"Control",3,1,"USA","2019"
"1266",1867,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",0,1,0,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",1,1,"USA","2019"
"1267",1869,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",0,0,0,"American",NA,"American","Female","Female","20",20,NA,NA,"Control",0,1,"USA","2019"
"1268",1870,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",0,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2019"
"1269",1871,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,0,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",2,1,"USA","2019"
"1270",1877,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",1,1,1,"Asian","Asian or Asian Indian",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2019"
"1271",1879,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2019"
"1272",1880,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Status",3,1,"USA","2019"
"1273",1888,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",1,1,0,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",2,1,"USA","2019"
"1274",1889,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"status story",1,1,1,"White","White",NA,"Male","Male","20",20,NA,NA,"Status",3,1,"USA","2019"
"1275",1895,3,"#19-04","English","USA",5,"Concordia College","Online",NA,"no story",1,1,1,"White","White",NA,"Female","Female","20",20,NA,NA,"Control",3,1,"USA","2019"
