participant_id,project_code,project,survey_language,country,institute_code,institution,setting,participant_code (original data),condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
1476,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,209,control story,Yes,No,Yes,White,White,,Male,Male,19,19,Republican,Conservative
1478,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,211,status story,No,No,Yes,Hispanic/Latino,Hispanic or Latino,,Male,Male,19,19,,Conservative
1479,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,212,no story,No,No,Yes,White,White,,Male,Male,19,19,Republican,Conservative
1481,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,214,control story,No,No,Yes,White,White,,Male,Male,19,19,Republican,
1483,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,216,control story,No,Yes,No,White,White,,Female,Female,19,19,,Liberal
1484,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,217,status story,Yes,No,Yes,White,White,,Female,Female,19,19,Republican,Conservative
1486,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,219,status story,No,No,Yes,Black/African-American,Black or African American,,Male,Male,19,19,Democrat,
1489,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,228,control story,,No,No,White,White,,,,19,19,Republican,Conservative
1491,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,230,no story,No,No,No,White,White,,Male,Male,19,19,Republican,Conservative
1498,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,237,status story,No,No,Yes,White,White,,Female,Female,19,19,Republican,Conservative
1508,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,248,status story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1509,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,249,status story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1514,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,254,no story,Yes,No,No,Black/African-American,Black or African American,,Male,Male,19,19,Democrat,
1520,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,260,status story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1526,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,266,control story,No,No,Yes,White,White,,Female,Female,19,19,Republican,
1535,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,275,no story,Yes,No,Yes,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,Liberal
1536,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,276,control story,No,Yes,No,White,White,,Male,Male,19,19,,
1542,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,282,no story,No,Yes,No,White,White,,Female,Female,19,19,Republican,Liberal
1544,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,284,control story,Yes,No,Yes,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,Conservative
1546,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,286,status story,Yes,No,No,White,White,,Male,Male,19,19,Republican,
1551,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,291,status story,Yes,No,No,White,White,,Female,Female,19,19,Republican,
1555,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,295,status story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1556,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,296,control story,Yes,No,Yes,Black/African-American,Black or African American,,Male,Male,19,19,,
1557,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,298,control story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1560,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,301,control story,No,No,No,White,White,,Female,Female,19,19,Democrat,Liberal
1568,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,311,no story,No,No,Yes,White,White,,Female,Female,19,19,,Liberal
1569,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,312,status story,No,Yes,No,White,White,,Female,Female,19,19,Republican,
1574,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,317,status story,No,No,No,White,White,,Female,Female,19,19,Republican,
1575,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,318,control story,No,No,No,White,White,,Female,Female,19,19,Republican,Conservative
1576,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,319,status story,No,No,Yes,Black/African-American,Black or African American,,Female,Female,19,19,Republican,
1579,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,322,status story,Yes,No,No,White,White,,Female,Female,19,19,Republican,
1581,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,324,status story,Yes,Yes,No,White,White,,Female,Female,19,19,Republican,Conservative
1582,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,325,status story,No,No,No,Hispanic/Latino,Hispanic or Latino,,Female,Female,19,19,,
1589,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,332,status story,No,Yes,Yes,White,White,,Female,Female,19,19,Democrat,
1591,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,334,no story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,,
1592,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,335,status story,Yes,No,No,White,White,,Female,Female,19,19,Republican,
1594,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,337,control story,Yes,No,Yes,Asian,Asian or Asian Indian,,Female,Female,19,19,Democrat,Liberal
1595,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,338,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,Republican,Conservative
1597,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,340,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,Republican,
1605,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,348,status story,Yes,Yes,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,Liberal
1606,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,349,status story,No,Yes,Yes,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1608,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,351,status story,No,Yes,Yes,White,White,,Female,Female,19,19,Republican,
1610,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,353,no story,Yes,No,No,White,White,,Female,Female,19,19,Republican,Conservative
1611,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,354,no story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,
1614,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,357,control story,Yes,No,No,Black/African-American,Black or African American,,Male,Male,19,19,Democrat,
1618,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,361,status story,No,No,No,White,White,,Female,Female,19,19,Republican,Conservative
1620,16,#18-30,English,USA,11,University of South Carolina - Aiken,lab - groups,363,status story,No,No,No,Black/African-American,Black or African American,,Female,Female,19,19,Democrat,Liberal
1629,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,19,19,,
1632,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,No,,,,Male,Male,19,19,,Liberal
1636,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal
1670,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,No,Yes,,,,Female,Female,19,19,,Liberal
1675,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,No,,,,Female,Female,19,19,,
1688,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1700,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1706,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,No,Yes,,,,Female,Female,19,19,,Conservative
1712,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,No,,,,Male,Male,19,19,,Conservative
1722,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,Yes,,,,Male,Male,19,19,,
1723,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1727,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,Yes,,,,Male,Male,19,19,,Liberal
1728,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,Yes,,,,Male,Male,19,19,,Liberal
1730,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,No,,,,Male,Male,19,19,,
1737,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,No,No,,,,Female,Female,19,19,,
1750,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,No,,,,Female,Female,19,19,,Conservative
1755,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,19,19,,Liberal
1758,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1760,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,No,,,,Female,Female,19,19,,Conservative
1762,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal
1766,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,No,,,,Male,Male,19,19,,Liberal
1767,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Male,Male,19,19,,Liberal
1768,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1778,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,Yes,,,,Female,Female,19,19,,Liberal
1792,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,19,19,,Liberal
1800,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,No,No,,,,Male,Male,19,19,,Conservative
1803,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,No,,,,Female,Female,19,19,,
1804,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Female,Female,19,19,,Liberal
1806,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,No,Yes,,,,Male,Male,19,19,,
1808,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,Yes,,,,Male,Male,19,19,,
1810,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,No,Yes,,,,Female,Female,19,19,,
1811,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,No,,,,Female,Female,19,19,,Liberal
1813,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Male,Male,19,19,,Conservative
1842,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal
1843,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,19,19,,Liberal
1844,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,No,,,,Female,Female,19,19,,Liberal
1853,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,19,19,,Conservative
1854,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,Yes,White,White,,Female,Female,19,19,,
1855,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1861,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1862,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1863,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1865,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1875,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1878,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,Yes,Yes,Asian,Asian or Asian Indian,,Male,Male,19,19,,
1883,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1884,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,Yes,White,White,,Female,Female,19,19,,
1886,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Male,Male,19,19,,
1891,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1892,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1893,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,Yes,No,White,White,,Female,Female,19,19,,
1896,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,No,White,White,,Female,Female,19,19,,
1898,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1903,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1905,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Male,Male,19,19,,
1907,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,No,White,White,,Male,Male,19,19,,
1909,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1910,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Male,Male,19,19,,
1911,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,Yes,White,White,,Male,Male,19,19,,
1912,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1914,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Male,Male,19,19,,
1918,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,No,White,White,,Male,Male,19,19,,
1921,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1923,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,No,White,White,,Female,Female,19,19,,
1924,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,Hispanic,Hispanic or Latino,,Female,Female,19,19,,
1926,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1930,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,White,White,,Male,Male,19,19,,
1932,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,No,White,White,,Male,Male,19,19,,
1937,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,White,White,,Male,Male,19,19,,
1939,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1940,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1944,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1956,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1957,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1959,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,No,Indian,Asian or Asian Indian,,Female,Female,19,19,,
1961,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1962,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,Asian,Asian or Asian Indian,,Female,Female,19,19,,
1963,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,White,White,,Female,Female,19,19,,
1969,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,No,White,White,,Female,Female,19,19,,
1970,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,No,Yes,White,White,,Male,Male,19,19,,
1971,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,Native American,American Indian or Alaska Native,,Male,Male,19,19,,
1972,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,Yes,No,White,White,,Male,Male,19,19,,
1974,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,No,White,White,,Female,Female,19,19,,
1975,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1980,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Male,Male,19,19,,
1982,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1983,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Male,Male,19,19,,
1985,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,Yes,White,White,,Female,Female,19,19,,
1986,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1987,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,No,White,White,,Female,Female,19,19,,
1989,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,No,White,White,,Female,Female,19,19,,
1992,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,No,Yes,White,White,,Male,Male,19,19,,
1994,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,No,Yes,White,White,,Female,Female,19,19,,
1999,3,#19-04,English,USA,5,Concordia College,Online,,status story,No,Yes,Yes,White,White,,Female,Female,19,19,,
2000,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Male,Male,19,19,,
2001,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,White,White,,Male,Male,19,19,,
2006,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,No,White,White,,Female,Female,19,19,,
2008,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,No,White,White,,Female,Female,19,19,,
2012,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,Singaporean,,Singaporean,Female,Female,19,19,,
2029,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2033,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2038,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2043,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,No,Yes,Yes,British,,British,Female,Female,19,19,,
2046,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2052,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2069,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,No,Yes,English-Hungarian,,English-Hungarian,Female,Female,19,19,,
2088,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,german,,german,Female,Female,19,19,,
2097,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,No,Yes,British,,British,Female,Female,19,19,,
2113,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Male,Male,19,19,,
2114,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,british,,British,Male,Male,19,19,,
2116,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2135,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2136,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,CHINA,,CHINA,Female,Female,19,19,,
2137,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,british,,British,Female,Female,19,19,,
2141,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,No,Yes,Yes,Hong Kong Chinese,,Hong Kong Chinese,Female,Female,19,19,,
2144,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,No,Malaysian,,Malaysian,Male,Male,19,19,,
2146,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2156,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2163,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,No,No,No,British,,British,Female,Female,19,19,,
2164,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,No,Yes,No,british,,British,Male,Male,19,19,,
2168,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,No,British,,British,Female,Female,19,19,,
2173,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,British,,British,Male,Male,19,19,,
2183,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,No,Yes,British/American,,British/American,Female,Female,19,19,,
2184,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,No,Yes,british,,British,Female,Female,19,19,,
2189,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,No,No,Hong Kong,,Hong Kong,Female,Female,19,19,,
2199,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2207,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,No,Yes,Greek,,Greek,Female,Female,19,19,,
2211,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,Ukrainian,,Ukrainian,Female,Female,19,19,,
2222,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,No,British,,British,Female,Female,19,19,,
2223,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,No,british,,British,Female,Female,19,19,,
2224,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,No,Yes,Yes,British,,British,Male,Male,19,19,,
2227,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,No,No,british,,British,Female,Female,19,19,,
2232,14,#19-24,English,UK,9,University of Bristol,Online,,status story,Yes,No,Yes,British,,British,Female,Female,19,19,,
2241,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,british,,British,Female,Female,19,19,,
2243,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,British,,British,Male,Male,19,19,,
2244,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,No,No,British,,British,Female,Female,19,19,,
2247,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,No,Yes,British/Australian,,British/Australian,Female,Female,19,19,,
2253,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,No,Yes,Yes,British,,British,Female,Female,19,19,,
2255,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,No,Yes,Yes,British,,British,Female,Female,19,19,,
2257,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,No,Yes,British,,British,Female,Female,19,19,,
2263,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British/Italian,,British/Italian,Female,Female,19,19,,
2267,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,No,Yes,No,British,,British,Female,Female,19,19,,
2272,14,#19-24,English,UK,9,University of Bristol,Lab,,status story,Yes,Yes,Yes,German,,German,Female,Female,19,19,,
2276,14,#19-24,English,UK,9,University of Bristol,Lab,,no story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2277,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2287,14,#19-24,English,UK,9,University of Bristol,Lab,,control story,Yes,Yes,Yes,British,,British,Female,Female,19,19,,
2298,13,#19-25,English,Canada,8,Ryerson University,lab - groups,3,no story,No,No,No,None given ,,,Male,Male,19,19,,Conservative
2300,13,#19-25,English,Canada,8,Ryerson University,lab - groups,5,status story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2305,13,#19-25,English,Canada,8,Ryerson University,lab - groups,10,status story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2306,13,#19-25,English,Canada,8,Ryerson University,lab - groups,11,control story,No,Yes,Yes,None given ,,,Male,Male,19,19,,Liberal
2309,13,#19-25,English,Canada,8,Ryerson University,lab - groups,14,control story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2320,13,#19-25,English,Canada,8,Ryerson University,lab - groups,25,control story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2324,13,#19-25,English,Canada,8,Ryerson University,lab - groups,29,no story,No,No,Yes,None given ,,,Female,Female,19,19,,Liberal
2325,13,#19-25,English,Canada,8,Ryerson University,lab - groups,30,status story,No,Yes,No,None given ,,,Male,Male,19,19,,Liberal
2329,13,#19-25,English,Canada,8,Ryerson University,lab - groups,34,no story,No,Yes,No,None given ,,,Female,Female,19,19,,Liberal
2331,13,#19-25,English,Canada,8,Ryerson University,lab - groups,36,status story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2349,13,#19-25,English,Canada,8,Ryerson University,lab - groups,54,control story,Yes,No,No,None given ,,,Female,Female,19,19,,Liberal
2363,13,#19-25,English,Canada,8,Ryerson University,lab - groups,68,control story,No,No,No,None given ,,,Male,Male,19,19,,
2371,13,#19-25,English,Canada,8,Ryerson University,lab - groups,76,no story,Yes,Yes,No,None given ,,,Male,Male,19,19,,
2393,13,#19-25,English,Canada,8,Ryerson University,lab - groups,98,status story,Yes,No,Yes,None given ,,,Male,Male,19,19,,Liberal
2399,13,#19-25,English,Canada,8,Ryerson University,lab - groups,104,status story,No,No,Yes,None given ,,,Female,Female,19,19,,Liberal
2410,13,#19-25,English,Canada,8,Ryerson University,lab - groups,115,no story,Yes,No,Yes,None given ,,,Female,Female,19,19,,Liberal
2412,13,#19-25,English,Canada,8,Ryerson University,lab - groups,117,status story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2415,13,#19-25,English,Canada,8,Ryerson University,lab - groups,120,status story,No,Yes,No,None given ,,,Female,Female,19,19,,
2418,13,#19-25,English,Canada,8,Ryerson University,lab - groups,123,status story,No,No,Yes,None given ,,,Female,Female,19,19,,Liberal
2421,13,#19-25,English,Canada,8,Ryerson University,lab - groups,126,status story,Yes,Yes,Yes,None given ,,,Female,Female,19,19,,Liberal
2423,13,#19-25,English,Canada,8,Ryerson University,lab - groups,128,control story,No,No,Yes,None given ,,,Female,Female,19,19,,Liberal
2426,13,#19-25,English,Canada,8,Ryerson University,lab - groups,131,status story,No,No,No,None given ,,,Female,Female,19,19,,Liberal
2433,13,#19-25,English,Canada,8,Ryerson University,lab - groups,138,no story,Yes,No,No,None given ,,,Male,Male,19,19,,
2434,13,#19-25,English,Canada,8,Ryerson University,lab - groups,139,status story,No,Yes,Yes,None given ,,,Male,Male,19,19,,
