participant_id,project_code,survey_language,country,institute_code,setting,condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
567,23,English,USA,19,Lab,status story,No,No,No,White/Caucasian/European American,White,,Female,Female,18,18,Republican,Conservative
568,23,English,USA,19,Lab,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
569,23,English,USA,19,Lab,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,24,24,Democrat,Conservative
570,23,English,USA,19,Lab,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,23,23,,Conservative
571,23,English,USA,19,Lab,status story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,25,25,,Conservative
572,23,English,USA,19,Lab,status story,No,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
573,23,English,USA,19,Lab,status story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,21,21,,Conservative
574,23,English,USA,19,Lab,status story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
575,23,English,USA,19,Lab,status story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,23,23,Republican,Conservative
576,23,English,USA,19,Lab,status story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,18,18,Republican,Conservative
577,23,English,USA,19,Lab,status story,No,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,,Conservative
578,23,English,USA,19,Lab,status story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
579,23,English,USA,19,Lab,status story,No,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,19,19,,Conservative
580,23,English,USA,19,Lab,status story,No,Yes,No,Other,Other,,Female,Female,22,22,,Conservative
581,23,English,USA,19,Lab,status story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
582,23,English,USA,19,Lab,status story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,19,19,Republican,Conservative
583,23,English,USA,19,Lab,status story,No,Yes,Yes,White/Caucasian/European American,White,,Male,Male,19,19,Republican,Conservative
584,23,English,USA,19,Lab,status story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,20,20,Republican,Conservative
585,23,English,USA,19,Lab,status story,No,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Republican,Conservative
586,23,English,USA,19,Lab,status story,Yes,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,25,25,Democrat,Conservative
587,23,English,USA,19,Lab,status story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Republican,Conservative
588,23,English,USA,19,Lab,status story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,24,24,Republican,Conservative
589,23,English,USA,19,Lab,status story,No,No,No,White/Caucasian/European American,White,,Female,Female,31,31,Republican,Conservative
590,23,English,USA,19,Lab,status story,Yes,Yes,No,White/Caucasian/European American,White,,Male,Male,21,21,Republican,Conservative
591,23,English,USA,19,Lab,status story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,48,48,Republican,Conservative
592,23,English,USA,19,Lab,status story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,20,20,Republican,Conservative
593,23,English,USA,19,Lab,status story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,20,20,Republican,Conservative
594,23,English,USA,19,Lab,status story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,24,24,Democrat,
595,23,English,USA,19,Lab,status story,Yes,Yes,Yes,White/Caucasian/European American,,,Male,Male,18,18,Democrat,
596,23,English,USA,19,Lab,status story,Yes,No,No,Asian/Pacific Islander/Asian American,,,Male,Male,19,19,,
597,23,English,USA,19,Lab,status story,Yes,No,Yes,White/Caucasian/European American,,,Male,Male,19,19,,
598,23,English,USA,19,Lab,status story,No,Yes,Yes,Black/African American,,,Female,Female,22,22,Democrat,
599,23,English,USA,19,Lab,status story,No,Yes,No,White/Caucasian/European American,,,Male,Male,23,23,Republican,
600,23,English,USA,19,Lab,status story,No,No,No,Asian/Pacific Islander/Asian American,,,Male,Male,24,24,Democrat,
601,21,English,USA,17,,no story,Yes,Yes,No,,Native Hawaiian or Pacific Islander,,female,Female,40,40,,Liberal
602,21,English,USA,17,,control story,No,Yes,No,,White,,female,Female,46,46,,Conservative
603,21,English,USA,17,,no story,No,No,Yes,,Hispanic or Latino,,female,Female,38,38,,Conservative
604,21,English,USA,17,,no story,No,No,No,,Black or African American,,female,Female,34,34,,Liberal
605,21,English,USA,17,,control story,No,No,No,,Asian or Asian Indian,,female,Female,56,56,,Conservative
606,21,English,USA,17,,status story,No,Yes,No,,Hispanic or Latino,,male,Male,24,24,,Liberal
607,21,English,USA,17,,no story,No,No,Yes,,Other,,male,Male,23,23,,Liberal
608,21,English,USA,17,,control story,No,No,No,,White,,male,Male,23,23,,Conservative
609,21,English,USA,17,,no story,Yes,Yes,No,,White,,female,Female,21,21,,Conservative
610,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,22,22,,Conservative
611,21,English,USA,17,,status story,No,Yes,Yes,,White,,female,Female,22,22,,Liberal
612,21,English,USA,17,,control story,No,No,Yes,,White,,male,Male,54,54,,Liberal
613,21,English,USA,17,,no story,Yes,No,Yes,,White,,male,Male,19,19,,Conservative
614,21,English,USA,17,,no story,Yes,Yes,No,,White,,female,Female,22,22,,Conservative
615,21,English,USA,17,,control story,Yes,Yes,Yes,,White,,female,Female,51,51,,Liberal
616,21,English,USA,17,,status story,No,No,No,,White,,male,Male,24,24,,Conservative
617,21,English,USA,17,,no story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
618,21,English,USA,17,,status story,No,No,No,,White,,male,Male,22,22,,Conservative
619,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
620,21,English,USA,17,,no story,No,Yes,Yes,,White,,female,Female,20,20,,Liberal
621,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,39,39,,Conservative
622,21,English,USA,17,,no story,No,Yes,No,,Hispanic or Latino,,female,Female,57,57,,Liberal
623,21,English,USA,17,,status story,Yes,No,Yes,,White,,female,Female,54,54,,Liberal
624,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,22,22,,Liberal
625,21,English,USA,17,,status story,No,Yes,No,,Hispanic or Latino,,female,Female,57,57,,Liberal
626,21,English,USA,17,,control story,No,Yes,No,,White,,female,Female,18,18,,Conservative
627,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
628,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,20,20,,Conservative
629,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,45,45,,Conservative
630,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,20,20,,Conservative
631,21,English,USA,17,,no story,Yes,Yes,Yes,,Hispanic or Latino,,female,Female,22,22,,Liberal
632,21,English,USA,17,,status story,No,Yes,No,,Hispanic or Latino,,female,Female,21,21,,Liberal
633,21,English,USA,17,,no story,Yes,Yes,No,,Black or African American,,female,Female,19,19,,Liberal
634,21,English,USA,17,,no story,No,Yes,No,,White,,female,Female,18,18,,Liberal
635,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Liberal
636,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,20,20,,Conservative
637,21,English,USA,17,,control story,Yes,Yes,Yes,,White,,female,Female,19,19,,Conservative
638,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
639,21,English,USA,17,,control story,Yes,Yes,No,,White,,female,Female,19,19,,Liberal
640,21,English,USA,17,,status story,No,Yes,No,,Hispanic or Latino,,male,Male,21,21,,Conservative
641,21,English,USA,17,,no story,No,Yes,No,,White,,male,Male,22,22,,Conservative
642,21,English,USA,17,,status story,No,No,No,,Black or African American,,female,Female,19,19,,Conservative
643,21,English,USA,17,,control story,No,No,No,,White,,male,Male,19,19,,Conservative
644,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,19,19,,Conservative
645,21,English,USA,17,,status story,No,No,No,,White,,female,Female,21,21,,Conservative
646,21,English,USA,17,,status story,No,No,Yes,,White,,female,Female,19,19,,Liberal
647,21,English,USA,17,,control story,Yes,Yes,Yes,,White,,female,Female,18,18,,Liberal
648,21,English,USA,17,,status story,No,No,No,,White,,female,Female,18,18,,Conservative
649,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
650,21,English,USA,17,,no story,Yes,Yes,No,,White,,female,Female,23,23,,Conservative
651,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,22,22,,Conservative
652,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
653,21,English,USA,17,,control story,No,No,No,,White,,male,Male,21,21,,Conservative
654,21,English,USA,17,,control story,Yes,No,No,,,,male,Male,27,27,,Conservative
655,21,English,USA,17,,control story,No,Yes,No,,White,,female,Female,20,20,,Conservative
656,21,English,USA,17,,no story,No,No,No,,White,,male,Male,20,20,,Liberal
657,21,English,USA,17,,no story,No,No,No,,White,,female,Female,18,18,,Conservative
658,21,English,USA,17,,status story,No,Yes,No,,White,,male,Male,24,24,,Conservative
659,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Liberal
660,21,English,USA,17,,status story,Yes,No,Yes,,White,,female,Female,19,19,,Liberal
661,21,English,USA,17,,control story,No,No,No,,White,,male,Male,21,21,,Conservative
662,21,English,USA,17,,status story,No,Yes,No,,White,,female,Female,18,18,,Conservative
663,21,English,USA,17,,no story,No,No,No,,White,,male,Male,21,21,,Conservative
664,21,English,USA,17,,status story,Yes,No,Yes,,White,,female,Female,20,20,,Conservative
665,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,19,19,,Liberal
666,21,English,USA,17,,no story,Yes,Yes,No,,Hispanic or Latino,,male,Male,22,22,,Conservative
667,21,English,USA,17,,no story,Yes,Yes,No,,White,,male,Male,23,23,,Liberal
668,21,English,USA,17,,status story,No,No,No,,White,,female,Female,21,21,,Liberal
669,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Conservative
670,21,English,USA,17,,status story,No,No,No,,White,,female,Female,18,18,,Conservative
671,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,21,21,,Liberal
672,21,English,USA,17,,no story,Yes,Yes,No,,White,,male,Male,24,24,,Conservative
673,21,English,USA,17,,no story,No,Yes,Yes,,White,,female,Female,18,18,,Conservative
674,21,English,USA,17,,no story,No,No,No,,White,,female,Female,18,18,,Liberal
675,21,English,USA,17,,no story,No,No,No,,White,,male,Male,24,24,,Conservative
676,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
677,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,19,19,,Conservative
678,21,English,USA,17,,control story,Yes,No,Yes,,White,,female,Female,18,18,,Conservative
679,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
680,21,English,USA,17,,control story,No,No,Yes,,White,,male,Male,22,22,,Conservative
681,21,English,USA,17,,status story,No,No,No,,White,,female,Female,18,18,,Conservative
682,21,English,USA,17,,status story,No,No,No,,White,,male,Male,23,23,,Conservative
683,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,18,18,,Conservative
684,21,English,USA,17,,no story,No,No,No,,White,,female,Female,19,19,,Liberal
685,21,English,USA,17,,control story,Yes,No,No,,Native Hawaiian or Pacific Islander,,female,Female,19,19,,Conservative
686,21,English,USA,17,,no story,Yes,No,No,,White,,male,Male,21,21,,Conservative
687,21,English,USA,17,,control story,Yes,No,Yes,,White,,male,Male,22,22,,Conservative
688,21,English,USA,17,,status story,No,No,No,,,,male,Male,23,23,,Conservative
689,21,English,USA,17,,control story,Yes,Yes,No,,White,,female,Female,18,18,,Conservative
690,21,English,USA,17,,no story,No,No,Yes,,White,,female,Female,18,18,,Conservative
691,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,19,19,,Liberal
692,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Liberal
693,21,English,USA,17,,status story,Yes,No,No,,Hispanic or Latino,,female,Female,18,18,,Liberal
694,21,English,USA,17,,no story,Yes,No,No,,White,,male,Male,21,21,,Conservative
695,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,20,20,,Conservative
696,21,English,USA,17,,no story,Yes,No,Yes,,White,,male,Male,18,18,,Conservative
697,21,English,USA,17,,no story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
698,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
699,21,English,USA,17,,no story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
700,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,22,22,,Conservative
701,21,English,USA,17,,status story,Yes,No,No,,White,,male,Male,21,21,,Conservative
702,21,English,USA,17,,control story,No,No,No,,White,,female,Female,20,20,,Conservative
703,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,18,18,,Conservative
704,21,English,USA,17,,no story,Yes,No,Yes,,White,,female,Female,18,18,,Conservative
705,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,20,20,,Conservative
706,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,22,22,,Liberal
707,21,English,USA,17,,status story,Yes,No,Yes,,White,,female,Female,18,18,,Liberal
708,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,18,18,,Conservative
709,21,English,USA,17,,no story,Yes,No,No,,American Indian or Alaska Native,,male,Male,21,21,,Conservative
710,21,English,USA,17,,no story,Yes,No,Yes,,White,,male,Male,21,21,,Conservative
711,21,English,USA,17,,status story,No,No,No,,Asian or Asian Indian,,female,Female,18,18,,Conservative
712,21,English,USA,17,,control story,Yes,Yes,No,,Hispanic or Latino,,female,Female,19,19,,Conservative
713,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Conservative
714,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,18,18,,Conservative
715,21,English,USA,17,,control story,Yes,Yes,No,,White,,female,Female,18,18,,Liberal
716,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,19,19,,Conservative
717,21,English,USA,17,,control story,No,No,No,,White,,male,Male,18,18,,Conservative
718,21,English,USA,17,,control story,No,Yes,Yes,,Asian or Asian Indian,,male,Male,22,22,,Conservative
719,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,25,25,,Conservative
720,21,English,USA,17,,no story,Yes,Yes,No,,White,,female,Female,21,21,,Conservative
721,21,English,USA,17,,no story,No,No,No,,White,,female,Female,18,18,,Conservative
722,21,English,USA,17,,control story,Yes,No,No,,White,,male,Male,19,19,,Conservative
723,21,English,USA,17,,control story,No,No,Yes,,White,,female,Female,21,21,,Conservative
724,21,English,USA,17,,status story,Yes,No,No,,White,,female,Female,19,19,,Liberal
725,21,English,USA,17,,no story,Yes,No,No,,White,,male,Male,20,20,,Conservative
726,21,English,USA,17,,status story,No,No,No,,White,,male,Male,22,22,,Conservative
727,21,English,USA,17,,no story,Yes,Yes,Yes,,Asian or Asian Indian,,female,Female,18,18,,Liberal
728,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,18,18,,Conservative
729,21,English,USA,17,,status story,Yes,No,Yes,,White,,female,Female,18,18,,Conservative
730,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,21,21,,Conservative
731,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,21,21,,Conservative
732,21,English,USA,17,,control story,Yes,Yes,Yes,,Hispanic or Latino,,male,Male,17,17,,Conservative
733,21,English,USA,17,,no story,No,No,No,,White,,female,Female,17,17,,Conservative
734,21,English,USA,17,,no story,Yes,No,Yes,,White,,female,Female,21,21,,Conservative
735,21,English,USA,17,,no story,Yes,Yes,No,,White,,female,Female,19,19,,Conservative
736,21,English,USA,17,,no story,Yes,No,No,,White,,male,Male,25,25,,Conservative
737,21,English,USA,17,,control story,Yes,No,No,,Hispanic or Latino,,male,Male,23,23,,Liberal
738,21,English,USA,17,,control story,Yes,No,Yes,,White,,male,Male,20,20,,Liberal
739,21,English,USA,17,,no story,No,No,No,,White,,female,Female,18,18,,Conservative
740,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,19,19,,Liberal
741,21,English,USA,17,,no story,No,Yes,No,,White,,male,Male,21,21,,Conservative
742,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,19,19,,Conservative
743,21,English,USA,17,,status story,No,No,No,,,,female,Female,23,23,,Conservative
744,21,English,USA,17,,status story,Yes,No,No,,White,,male,Male,23,23,,Liberal
745,21,English,USA,17,,status story,No,Yes,No,,White,,female,Female,19,19,,Conservative
746,21,English,USA,17,,no story,No,Yes,No,,White,,female,Female,18,18,,Conservative
747,21,English,USA,17,,no story,Yes,No,Yes,,White,,female,Female,18,18,,Liberal
748,21,English,USA,17,,status story,No,No,No,,Black or African American,,male,Male,20,20,,Conservative
749,21,English,USA,17,,no story,Yes,Yes,Yes,,Hispanic or Latino,,female,Female,25,25,,Conservative
750,21,English,USA,17,,control story,No,No,No,,White,,female,Female,18,18,,Conservative
751,21,English,USA,17,,control story,Yes,No,No,,White,,female,Female,20,20,,Conservative
752,21,English,USA,17,,status story,No,Yes,Yes,,White,,female,Female,18,18,,Liberal
753,21,English,USA,17,,no story,Yes,No,No,,White,,female,Female,23,23,,Conservative
754,21,English,USA,17,,control story,No,Yes,Yes,,Other,,female,Female,20,20,,Conservative
755,21,English,USA,17,,no story,No,No,Yes,,White,,female,Female,19,19,,Conservative
756,21,English,USA,17,,no story,No,Yes,Yes,,White,,female,Female,19,19,,Liberal
757,21,English,USA,17,,control story,Yes,Yes,No,,White,,female,Female,22,22,,Liberal
758,21,English,USA,17,,control story,Yes,Yes,No,,White,,female,Female,18,18,,Conservative
759,21,English,USA,17,,status story,No,No,No,,White,,male,Male,18,18,,Conservative
760,21,English,USA,17,,no story,Yes,Yes,No,,Other,,female,Female,22,22,,Liberal
761,21,English,USA,17,,status story,No,Yes,Yes,,White,,male,Male,23,23,,Conservative
762,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,28,28,,Conservative
763,21,English,USA,17,,no story,Yes,No,Yes,,Other,,female,Female,21,21,,Liberal
764,21,English,USA,17,,no story,Yes,No,No,,American Indian or Alaska Native,,female,Female,19,19,,Conservative
765,21,English,USA,17,,status story,No,No,No,,White,,male,Male,22,22,,Conservative
766,21,English,USA,17,,no story,Yes,Yes,Yes,,White,,female,Female,19,19,,Conservative
767,21,English,USA,17,,control story,No,Yes,Yes,,Other,,female,Female,20,20,,Liberal
768,21,English,USA,17,,status story,Yes,Yes,No,,White,,male,Male,24,24,,Conservative
769,21,English,USA,17,,status story,Yes,Yes,No,,White,,female,Female,23,23,,Conservative
770,21,English,USA,17,,status story,Yes,Yes,Yes,,White,,female,Female,18,18,,Conservative
771,21,English,USA,17,,control story,No,No,No,,Hispanic or Latino,,female,Female,21,21,,Liberal
772,20,English,USA,16,Lab,no story,No,No,No,,White,,female,Female,21,21,,
773,20,English,USA,16,Lab,control story,No,No,No,,White,,female,Female,21,21,,
774,20,English,USA,16,Lab,no story,No,No,Yes,,,,male,Male,21,21,,Conservative
775,20,English,USA,16,Lab,control story,Yes,No,Yes,,White,,female,Female,18,18,,Conservative
776,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,26,26,,Conservative
777,20,English,USA,16,Lab,status story,Yes,Yes,Yes,,Hispanic or Latino,,male,Male,21,21,,Conservative
778,20,English,USA,16,Lab,status story,Yes,No,No,,White,,female,Female,21,21,,Conservative
779,20,English,USA,16,Lab,no story,Yes,Yes,Yes,,White,,male,Male,19,19,,Liberal
780,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,18,18,,Conservative
781,20,English,USA,16,Lab,control story,No,Yes,No,,White,,male,Male,19,19,,Liberal
782,20,English,USA,16,Lab,status story,Yes,Yes,No,,White,,female,Female,23,23,,Liberal
783,20,English,USA,16,Lab,control story,No,No,Yes,,White,,male,Male,24,24,,Conservative
784,20,English,USA,16,Lab,control story,Yes,Yes,Yes,,White,,female,Female,21,21,,Conservative
785,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,22,22,,Conservative
786,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,21,21,,Conservative
787,20,English,USA,16,Lab,no story,No,No,No,,White,,male,Male,18,18,,Conservative
788,20,English,USA,16,Lab,no story,Yes,Yes,No,,Hispanic or Latino,,female,Female,19,19,,Conservative
789,20,English,USA,16,Lab,no story,No,No,No,,White,,female,Female,19,19,,Conservative
790,20,English,USA,16,Lab,control story,Yes,No,No,,Hispanic or Latino,,female,Female,28,28,,Liberal
791,20,English,USA,16,Lab,status story,No,No,No,,Hispanic or Latino,,male,Male,21,21,,Conservative
792,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,21,21,,Conservative
793,20,English,USA,16,Lab,no story,No,No,No,,White,,male,Male,21,21,,Conservative
794,20,English,USA,16,Lab,control story,Yes,No,Yes,,White,,female,Female,21,21,,Conservative
795,20,English,USA,16,Lab,no story,No,No,Yes,,Black or African American,,female,Female,22,22,,Liberal
796,20,English,USA,16,Lab,no story,Yes,No,No,,White,,male,Male,21,21,,Conservative
797,20,English,USA,16,Lab,status story,No,No,No,,White,,female,Female,19,19,,Conservative
798,20,English,USA,16,Lab,status story,No,No,No,,White,,male,Male,22,22,,Conservative
799,20,English,USA,16,Lab,control story,Yes,No,No,,White,,male,Male,24,24,,Conservative
800,20,English,USA,16,Lab,status story,Yes,No,Yes,,White,,male,Male,27,27,,Conservative
801,20,English,USA,16,Lab,no story,Yes,No,No,,White,,female,Female,24,24,,Conservative
802,20,English,USA,16,Lab,status story,Yes,Yes,No,,White,,female,Female,19,19,,Conservative
803,20,English,USA,16,Lab,control story,Yes,No,No,,White,,female,Female,18,18,,Conservative
804,20,English,USA,16,Lab,control story,Yes,No,No,,White,,female,Female,19,19,,Conservative
805,20,English,USA,16,Lab,status story,Yes,Yes,Yes,,White,,male,Male,25,25,,Liberal
806,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,21,21,,Conservative
807,20,English,USA,16,Lab,control story,Yes,No,Yes,,White,,female,Female,18,18,,Conservative
808,20,English,USA,16,Lab,status story,No,No,No,,White,,male,Male,20,20,,Conservative
809,20,English,USA,16,Lab,status story,Yes,No,No,,Hispanic or Latino,,female,Female,18,18,,Conservative
810,20,English,USA,16,Lab,no story,No,No,No,,White,,female,Female,18,18,,Conservative
811,20,English,USA,16,Lab,no story,No,No,No,,White,,female,Female,23,23,,Conservative
812,20,English,USA,16,Lab,status story,Yes,Yes,No,,White,,female,Female,21,21,,Conservative
813,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,25,25,,Conservative
814,20,English,USA,16,Lab,no story,Yes,No,No,,White,,male,Male,21,21,,Conservative
815,20,English,USA,16,Lab,no story,No,Yes,No,,White,,female,Female,18,18,,Conservative
816,20,English,USA,16,Lab,control story,No,Yes,Yes,,White,,male,Male,22,22,,Conservative
817,20,English,USA,16,Lab,status story,Yes,Yes,Yes,,White,,male,Male,18,18,,Conservative
818,20,English,USA,16,Lab,control story,Yes,No,No,,White,,male,Male,21,21,,Conservative
819,20,English,USA,16,Lab,status story,No,Yes,No,,Hispanic or Latino,,male,Male,21,21,,Conservative
820,20,English,USA,16,Lab,no story,Yes,No,No,,White,,female,Female,20,20,,Conservative
821,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,21,21,,Conservative
822,20,English,USA,16,Lab,no story,Yes,No,No,,White,,male,Male,19,19,,Conservative
823,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,21,21,,Conservative
824,20,English,USA,16,Lab,no story,Yes,Yes,Yes,,White,,male,Male,20,20,,Conservative
825,20,English,USA,16,Lab,no story,Yes,No,No,,White,,female,Female,21,21,,Conservative
826,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,27,27,,Conservative
827,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,22,22,,Conservative
828,20,English,USA,16,Lab,no story,No,No,No,,White,,male,Male,20,20,,Conservative
829,20,English,USA,16,Lab,no story,Yes,No,No,,White,,female,Female,23,23,,Conservative
830,20,English,USA,16,Lab,status story,Yes,Yes,Yes,,White,,female,Female,19,19,,Liberal
831,20,English,USA,16,Lab,no story,No,No,No,,White,,male,Male,20,20,,Conservative
832,20,English,USA,16,Lab,no story,No,Yes,No,,White,,male,Male,19,19,,Conservative
833,20,English,USA,16,Lab,control story,No,No,No,,White,,female,Female,19,19,,Conservative
834,20,English,USA,16,Lab,status story,No,No,Yes,,White,,male,Male,23,23,,Conservative
835,20,English,USA,16,Lab,control story,No,No,No,,White,,male,Male,22,22,,Conservative
836,20,English,USA,16,Lab,status story,No,Yes,No,,White,,female,Female,21,21,,Conservative
837,20,English,USA,16,Lab,no story,No,No,No,,Hispanic or Latino,,female,Female,20,20,,Liberal
838,20,English,USA,16,Lab,control story,Yes,No,Yes,,White,,female,Female,19,19,,Conservative
839,20,English,USA,16,Lab,control story,Yes,No,No,,White,,female,Female,19,19,,Conservative
840,20,English,USA,16,Lab,control story,No,Yes,No,,White,,female,Female,22,22,,Conservative
841,20,English,USA,16,Lab,status story,Yes,No,No,,White,,female,Female,20,20,,Conservative
842,20,English,USA,16,Lab,no story,Yes,No,No,,White,,male,Male,25,25,,Conservative
843,20,English,USA,16,Lab,control story,No,No,Yes,,White,,female,Female,19,19,,Conservative
844,20,English,USA,16,Lab,status story,Yes,No,No,,Black or African American,,male,Male,35,35,,Conservative
845,20,English,USA,16,Lab,no story,Yes,Yes,Yes,,White,,female,Female,20,20,,Liberal
846,20,English,USA,16,Lab,status story,No,Yes,No,,White,,female,Female,22,22,,Liberal
847,20,English,USA,16,Lab,no story,Yes,No,No,,White,,male,Male,23,23,,Conservative
848,20,English,USA,16,Lab,control story,Yes,No,No,,White,,female,Female,21,21,,Liberal
849,20,English,USA,16,Lab,status story,Yes,No,Yes,,White,,male,Male,21,21,,Conservative
850,20,English,USA,16,Lab,no story,Yes,Yes,No,,White,,female,Female,19,19,,Conservative
851,20,English,USA,16,Lab,status story,Yes,No,No,,Hispanic or Latino,,female,Female,19,19,,Liberal
852,20,English,USA,16,Lab,control story,Yes,No,Yes,,White,,female,Female,26,26,,Conservative
853,20,English,USA,16,Lab,no story,Yes,No,Yes,,White,,female,Female,26,26,,Conservative
854,20,English,USA,16,Lab,status story,Yes,No,No,,White,,female,Female,19,19,,Conservative
855,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,23,23,,Conservative
856,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,38,38,,Conservative
857,20,English,USA,16,Lab,status story,No,No,No,,White,,male,Male,22,22,,Conservative
858,20,English,USA,16,Lab,no story,No,No,No,,White,,male,Male,21,21,,Conservative
859,20,English,USA,16,Lab,control story,Yes,Yes,Yes,,White,,female,Female,22,22,,Conservative
860,20,English,USA,16,Lab,control story,Yes,Yes,Yes,,White,,male,Male,25,25,,Conservative
861,20,English,USA,16,Lab,control story,Yes,No,No,,White,,female,Female,18,18,,Liberal
862,20,English,USA,16,Lab,status story,Yes,No,No,,White,,male,Male,24,24,,Conservative
863,20,English,USA,16,Lab,status story,Yes,No,No,,White,,female,Female,21,21,,Conservative
864,20,English,USA,16,Lab,control story,No,No,No,,Black or African American,,male,Male,23,23,,Conservative
865,20,English,USA,16,Lab,no story,Yes,Yes,No,,Hispanic or Latino,,male,Male,25,25,,Liberal
