input_by,input_date,participant_id,project_code,project,survey_language,country,institute_code,institution,setting,participant_code (original data),condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon,,2059_Q14_1,2059_Q14_2,2059_Q14_3,2059_Q14_4,2059_Q14_5,2059_Q14_6,2059_Q14_7,2059_Q14_8,2059_Q14_9,2059_Q14_10,2059_Q14_11,2059_Q14_12,2059_Q14_13,2059_Q14_14,2059_Q14_15,2059_Q14_16,2059_Q14_17,2059_Q14_18,2059_Q14_19,2059_Q14_20,2059_ELSA.2...22,2013_Which side of the political spectrum do you most closely align with?,"2013_If you know, what is the socio-economic status of your home?",1830_conservative,1830_conservative_x_status,1830_politicalparty,1832_political_views,liberal8liberal7_political_identity,democrat8democrat7_party_affiliation,military8military7_military,1820_Altruism_1,1820_Altruism_2,1820_Altruism_3,1820_Altruism_4,1820_Altruism_5,1820_Altruism_6,1820_Altruism_7,1820_Altruism_8,1820_Altruism_9,1820_Altruism_10,1820_Altruism_11,1820_Altruism_12,1820_Altruism_13,1820_Altruism_14,1820_Altruism_15,1820_Altruism_16,1820_Altruism_17,1820_Altruism_18,1820_Altruism_19,1820_Altruism_20,1820_Perceived_SES,1820_Env_1,1820_Env_2,1820_Env_3,1820_Env_4,1820_Env_5,1820_Env_6,1820_Env_7,1820_Env_8,1820_Env_9,1820_Env_10,1820_Env_11,1820_Env_12,1820_Env_13,1820_Env_14,1820_Env_15,1820_Env_16,1820_Env_17,1820_Env_18,1820_Env_19,1820_Env_20,1820_Env_21,1820_Env_22,1820_Env_23,1820_Env_24,1820_Nature_Connect,1820_Backpack,1956_HaveJob,1935_AltruismScale,1925_NiceGreenCar,1925_CaringGreenCar,1925_AltruismGreenCar,1925_NiceGreenCleaner,1925_CaringGreenCleaner,1925_AltruismGreenCleaner,1925_NiceGreenDishwasher,1925_CaringGreenDishwasher,1925_AltruismGreenDishwasher,1925_NiceNonGreenCar,1925_CaringNonGreenCar,1925_AltruismNonGreenCar,1925_NiceNonGreenCleaner,1925_CaringNonGreenCleaner,1925_AltruismNonGreenCleaner,1925_NiceNonGreenDishwasher,1925_CaringNonGreenDishwasher,1925_AltruismNonGreenDishwasher,1925_LibCon,1925_Party,1925_Abortion,1925_LimitedGovernment,1925_MilitaryNationalSecurity,1925_Religion,1925_WelfareBenefits,1925_GunOwnership,1925_TraditionalMarriage,1925_TraditionalValues,1925_FiscalResponsibility,1925_Business,1925_FamilyUnit,1925_Patriotism,1925_StoryTest1,1925_StoryTest2,1925_StoryTest3,1925_StoryTest4,1925_HypothesisGuess,1925_FrivolousResponding,1925_ParticipatedBefore,1925_Competitive,1925_MotivatedToCompete,1925_DesireHigherStatus,1925_MotivatedHigherPrestige,1925_Enthusiastic,1925_Excited,1925_Frustrated,1925_Angry,1933_Political,19_24_Politics_1,19_24_Politics_2,19_24_Politics_3,19_24_Politics_4,19_24_Politics_5,19_24_Politics_1Rev,19_24_Politics_4Rev,19_24_Politics1,19_24_Politics2,"18_37_altruism_AL03_01_getmoney ""… that you have won 300€ in total!""",18_37_altruism_share,18_37_share_amount,"18_37_AQ02_01_kauf_allg_Please indicate on a scale from 1 (disagree completely) to 9 (agree completely) how much you agree with the following statements. ""Choosing to buy pro-environmental products is a behavior that is beneficial for the general public.""","18_37_AQ02_02_kauf_nett_""Consumers of pro-environmental products are kinder than consumers of conventional products.""","18_37_AQ02_03_kauf_mitfue_""Consumers of pro-environmental products are more empathetic than consumers of conventional products.""","18_37_AQ02_04_kauf_altru_""Consumers of pro-environmental products are more altruistic than consumers of conventional products.""",18_37_pol.ori_political orientation,2058_Extra.Only,Label: 0 means the participant chose 2 or more nongreen products and were labeled as nongreen. 1 means the participant chose 2 or more green products and were labeled as green.,"Match: Based on the original hypothesis by Griskevicius et al. (2010), it was expected that participants in the control condition would choose more nongreen products and participants in the status condition would choose more green products. Following that, the researchers determined if the condition the participant was in matched with the hypothesized label. In that, 0 means the participants label did not match the condition, and 1 means the participants label did match the condition.",NGN: the rating of the nongreen consumer on how nice they are on a 1 to 9 scale.,NGC: the rating of the nongreen consumer on how caring they are on a 1 to 9 scale.,NGA: the rating of the nongreen consumer on how altruistic they are on a 1 to 9 scale.,XNG: The average of the three trait scores for the nongreen consumer.,GN: the rating of the green consumer on how nice they are on a 1 to 9 scale.,GC: the rating of the green consumer on how caring they are on a 1 to 9 scale.,GA: the rating of the green consumer on how altruistic they are on a 1 to 9 scale.,XG: The average of the three trait scores for the green consumer.
LL,8/2/22,1822,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,No,,,,Male,Male,24,24,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Schicksalsschläge des Bekannten sind hart und mein gewonnenes Geld könnte dieser gut gebrauchen. Da ich aber eventuell auch in einer Lage bin in der ich nichts zu verschenken habe überlege ich mir gut ob ich das Geld meinem Bekannten vorerst leihen würde. Zumal solche Schicksalsschläge jedem passieren können und jeder sich durch so etwas durchbeißen muss. Da der Bekannte in einer Führungsebene gearbeitet hat, denke ich mir das er alsbald wieder einen gut bezahlten Job bekommen wird. Das Geld würde ich ihm also wahrscheinlich nur leihen.",1,150,,,,,74,,,,,,,,,,,
LL,8/2/22,1823,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,Yes,,,,Female,Female,23,23,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freude über das Geld und der Gedanke, das Geld dem Bekannten mit den finanziellen Problemen zu überlassen",1,250,,,,,77,,,,,,,,,,,
LL,8/2/22,1824,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,No,,,,Male,Male,23,23,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Das Geld wird direkt versoffen, ohne mit der Wimper zu zucken!",2,0,,,,,26,,,,,,,,,,,
LL,8/2/22,1825,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,46,46,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Behalte ich das Geld für mich oder gebe ich es meinem Bekannten?
 
 Ob es wirklich stimmt was er mir erzählt hat? Soll ich mit ihm teilen? 
 
 Ich denke, ich gebe ihm die 300,-",1,150,,,,,70,,,,,,,,,,,
LL,8/2/22,1826,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,Yes,,,,Male,Male,24,24,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich freue mich über das Geld.,1,150,,,,,61,,,,,,,,,,,
LL,8/2/22,1827,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,No,,,,Male,Male,27,27,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich lege mir eas geld zurück damit ich einen finanziellen puffer habe,1,150,,,,,52,,,,,,,,,,,
LL,8/2/22,1828,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Male,Male,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Läuft bei mir, der Abend war günstig,",1,150,,,,,51,,,,,,,,,,,
LL,8/2/22,1829,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,No,No,,,,Female,Female,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wow! Ich freue mich total. Was mache ich mit dem Geld?! Spenden an den alten Bekannten der nichts hat? Behalten und etwas schönes davon kaufen? Oder sparen für meine Zukunft? Ich könnte auch morgen wiederkommen und weiterspielen... nein, ich werde es für mich behalten und zur Seite legen.",2,0,,,,,51,,,,,,,,,,,
LL,8/2/22,1830,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,22,22,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich würde die 300€ meinem ehemaligen Schulkameraden, der zur Zeit in einer missligen Lage ist, überlassen - er hat sie nötiger als ich.",1,300,,,,,61,,,,,,,,,,,
LL,8/2/22,1831,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freude und Überraschung das Geld gewonnen zu haben, ein schlechtes Gewissen das Geld nicht zu brauchen und das man es eigentlich dem alten Bekannten geben müsste.",1,200,,,,,101,,,,,,,,,,,
LL,8/2/22,1832,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh nein, jetzt habe ich das Geld verloren und mein Bekannter geht leer aus, das kann so nicht sein, vielleicht gewinnt er ja doch noch was.. Nee ich glaube wir sollten jetzt stoppen und nach Hause gehen und ich lade ihn morgen mit dem Geld zum essen ein. Vielleicht kann ich ihm helfen sich auf eine neue Stelle zu bewerben.",1,200,,,,,83,,,,,,,,,,,
LL,8/2/22,1833,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,25,25,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich kann das Geld bestimmt gut gebrauchen, aber da ich es auch vorher nicht einkalkuliert habe, wird es mir auch nicht fehlen, also biete ich es dem bekannten an, mit einer unbestimmten frist zum zurückzahlen",1,300,,,,,73,,,,,,,,,,,
LL,8/2/22,1834,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,Yes,No,,,,Male,Male,28,28,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlechtes Gewissen mit geld zu spielen was andere brauchen. Wunsch meinem alten Freund in Not etwas davon abzugeben.,1,50,,,,,68,,,,,,,,,,,
LL,8/2/22,1835,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,Yes,,,,Male,Male,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich denke mir, ich würde von den 300€ die entstandenen Kosten (z.B. für den Eintritt) abziehen und den Rest dem alten Bekannten überlassen, wenn alle damit einverstanden sind.",1,250,,,,,51,,,,,,,,,,,
LL,8/2/22,1836,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,Yes,No,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Der erste Gedanke wäre dem Bekannten das Geld zu geben. Allerdings würden 300 Euro ihm auch nur bedingt helfen. 
 
 Ich gehe davon aus, dass ich selbst keine Geldprobleme habe und würde ihm das Geld trotzdem geben.",1,300,,,,,62,,,,,,,,,,,
LL,8/2/22,1837,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,No,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dem Bekannten die 300 Euro geben, auch wenn damit nicht alle seine finanziellen Probleme gelöst sind.",1,300,,,,,76,,,,,,,,,,,
LL,8/2/22,1838,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich würde mich natürlich zuerst sehr über das gewonnene Geld freuen. Wahrscheinlich würde ich jedoch sehr schnell ein schlechtes Gewissen bekommen, da mir die Geschichte meines Sitznachbars in den Sinn kommt und mir klar wird, dass er sehr dringend Geld benötigt. Ehrlich gesagt bin ich mir unsicher, wie ich mit dieser Situation umgehen würde. Ich würde ihm entweder anbieten das Geld mit mir zu teilen oder es ihm ganz überlassen.",1,300,,,,,73,,,,,,,,,,,
LL,8/2/22,1839,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,No,No,,,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"natürlich Freude, aber gleichzeitig schlechtes Gefühl, da der Bekannte das Geld mehr gebrauchen kann",1,300,,,,,64,,,,,,,,,,,
LL,8/2/22,1840,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Es wäre das beste, dem bekannten mit Geldsorgen den Betrag zu überlassen. Da man selbst grade scheinbar keine finanziellen Probleme hat und auch kein Spieler ist. Andererseits wäre es auch möglich, dass sich durch den hohen Gewinn das Risiko erhöht, dass der bekannte eine Spielsucht entwickelt.",1,300,,,,,81,,,,,,,,,,,
LL,8/2/22,1841,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,Yes,Yes,No,,,,Female,Female,21,21,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durch die ausführliche Beschreibung der mitleiderregenden Situation des ehemaligen Mitschülers, konnte ich mich über den 300€ Gewinn nicht so recht freuen. Intuitiv würde ich das gewonnene Geld dem verarmten ehemaligen Mitschüler geben, um seine aktuelle Lebenssituation zu verbessern. Bei längerem Überlegen würde ich jedoch das Geld für eigene Zwecke behalten und es damit rechtfertigen, dass ich, wenn ich dem besagten Mitschüler helfen wollen würde, eher Hilfe zur Selbsthilfe leisten würde, anstatt ihm einfach Geld zu geben, das ihm auf lange Sicht auch nicht weiter helfen wird, sondern bei ihm Sogar ein Gefühl von Scham hinterlassen könnte.",1,50,,,,,27,,,,,,,,,,,
LL,8/2/22,1842,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Male,Male,19,19,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glück gehabt
 
 Das Geld dem alten Freund geben der in Schwierigkeiten steckt da ich das Geld nicht so nötig habe wie er",1,300,,,,,83,,,,,,,,,,,
LL,8/2/22,1843,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,No,Yes,Yes,,,,Female,Female,19,19,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich freue mich natürlich sehr und bin überrascht über den Gewinn. Ich werde das Geld unter uns dreien aufteilen, weil mein ehemaliger bester Freund die Idee hatte, überhaupt ins Casino zu gehen, ich das Geld gewonnen haben und mein anderer Freund in einer finanziellen Notlage steckt.",1,100,,,,,86,,,,,,,,,,,
LL,8/2/22,1844,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,No,,,,Female,Female,19,19,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich bin total überrascht und freue mich. Als ich das Geld bekomme, male ich mir schon aus, wofür ich es ausgeben könnte oder ob ich es für eine Reise spare.",1,50,,,,,85,,,,,,,,,,,
LL,8/2/22,1845,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geld nicht komplett ausgeben, Sparen, etwas dem alten Schulfreund abgeben, Freude, nicht alles wieder verzocken",2,0,,,,,64,,,,,,,,,,,
LL,8/2/22,1846,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glück gehabt, Freude über Gewinn, Überlegung, was man damit macht, Sparen, eventuell Teilen",1,100,,,,,85,,,,,,,,,,,
LL,8/2/22,1847,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,No,Yes,,,,Male,Male,25,25,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich überlege, ob ich dem Freund, dem es nicht gut geht, das Geld zu leihen. Ich befürchte nicht, dass er es in der Spielothek verzocken würde, da er keine Schicksalsschläge aufgrund von Spielsucht erlitten hat. 
 
 
 
 Als Ziel habe ich, ihn zu fragen, ob er das Geld geliehen haben möchte. Im Falle, dass er es annimmt, biete ich ihm an, es zurückzuzahlen wenn es ihm finanziell besser geht.",1,150,,,,,56,,,,,,,,,,,
LL,8/2/22,1848,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,No,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich würde das Geld meinem alten Schulfreund geben, der Geldprobleme hat.",1,300,,,,,62,,,,,,,,,,,
LL,8/2/22,1849,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,Yes,Yes,Yes,,,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich freue mich sehr über den Gewinn. Ich werde einen Großteil, vielleicht auch den kompletten Betrag meinem alten Bekannten geben um ihn seine Sorgen etwas zu nehmen und ein kleines Stück helfen zu können",1,200,,,,,53,,,,,,,,,,,
LL,8/2/22,1850,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,status story,No,No,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich würde die 300€ dem Bekannten geben, der im Moment Geldprobleme hat.",1,300,,,,,101,,,,,,,,,,,
LL,8/2/22,1851,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,21,21,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ich würde mich im allgemeinen sehr über das Geld freuen, allerdings hätte ich ein schlechtes Gewissen, da es dem alten Bekannten in seiner Lebenslage nicht besonders gut geht. Ich würde darüber nachdenken, ihm das Geld, entweder das ganze oder zumindest ein Teil davon, zu überreichen, da ich in der Hinsicht keinen Verlust machen würde.",1,200,,,,,67,,,,,,,,,,,
LL,8/2/22,1852,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,no story,No,Yes,Yes,,,,Female,Female,20,20,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Überraschung und Erleichterung, dass man kein Geld verloren hat. Das Geld nach Hause nehmen und nicht weiterspielen, um nichts zu verlieren. Man könnte das Geld dem Bekannten geben, der es wahrscheinlich nötiger hätte",1,200,,,,,76,,,,,,,,,,,
LL,8/2/22,1853,15,#18-37,German,Germany,10,University of Kassel,lab - groups,,control story,Yes,Yes,No,,,,Female,Female,19,19,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mein Sitznachbar benötigt das Geld dringender als ich.
 
 Ich habe Schuldgefühle, gewonnen zu haben.
 
 Ich überlege, ihm das Geld zu überlassen und versuche zwischen meinen finanziellen Stand und seinem zu vergleichen.",2,0,,,,,48,,,,,,,,,,,
LL,26-Jan-22,1854,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,No,Yes,White,White,,Female,Female,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,26-Jan-22,1855,3,#19-04,English,USA,5,Concordia College,Online,,no story,Yes,Yes,No,White,White,,Female,Female,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,26-Jan-22,1856,3,#19-04,English,USA,5,Concordia College,Online,,no story,No,Yes,No,White,White,,Female,Female,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,26-Jan-22,1857,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,26-Jan-22,1858,3,#19-04,English,USA,5,Concordia College,Online,,status story,Yes,Yes,Yes,White,White,,Female,Female,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
